,source_id,date_time,title,excerpt,article_url,image_url,author,author_url,concat
55,post-140475,2020-07-27 10:58:23.605795,Whales hold steady: On-exchange Bitcoin supply stagnates despite rally past $11k,The investor sentiment surrounding Bitcoin has been completely altered by the price action seen throughout the past few days. ,https://cryptoslate.com/whales-hold-steady-on-exchange-bitcoin-supply-stagnates-despite-rally-past-11k/,,Cole Petersen,,"Whales hold steady: On-exchange Bitcoin supply stagnates despite rally past $11k, The investor sentiment surrounding Bitcoin has been completely altered by the price action seen throughout the past few days. "
56,post-140399,2020-07-27 10:58:23.605795,"XRP needs to rally over 1,500% to reach its all-time high of $3.50","After months of stagnation, crypto bulls are back. ",https://cryptoslate.com/xrp-needs-to-rally-over-1500-to-reach-its-all-time-high-of-3-50/,,Nick Chong,,"XRP needs to rally over 1,500% to reach its all-time high of $3.50, After months of stagnation, crypto bulls are back. "
57,post-140352,2020-07-27 10:58:23.606792,Bitcoin’s explosive rally liquidates over $300M; Strikes major blow to bears,Bitcoin has been subjected to some immense volatility throughout the past few days that ultimately allowed it to set fresh yearly highs earlier today. ,https://cryptoslate.com/bitcoins-explosive-rally-liquidates-over-300m-strikes-major-blow-to-bears/,,Cole Petersen,,"Bitcoin’s explosive rally liquidates over $300M; Strikes major blow to bears, Bitcoin has been subjected to some immense volatility throughout the past few days that ultimately allowed it to set fresh yearly highs earlier today. "
58,post-140179,2020-07-27 10:58:23.606792,"A new Ethereum DeFi token is literally up 100,000% in a week: VC","After a parabolic rally, the Ethereum decentralized finance (DeFi) market experienced a blow-off top over the past week. ",https://cryptoslate.com/a-new-ethereum-defi-token-is-literally-up-100000-in-a-week-vc/,,Nick Chong,,"A new Ethereum DeFi token is literally up 100,000% in a week: VC, After a parabolic rally, the Ethereum decentralized finance (DeFi) market experienced a blow-off top over the past week. "
59,post-139792,2020-07-27 10:58:24.824569,"eToro: Crypto “finally” has a use case, and it’s not DeFi or Bitcoin",A new report jointly-published by eToro and The TIE laid out their research on the cryptocurrency landscape for Q2 of 2020. ,https://cryptoslate.com/etoro-crypto-finally-has-a-use-case-and-its-not-defi-or-bitcoin/,,Shaurya Malwa,,"eToro: Crypto “finally” has a use case, and it’s not DeFi or Bitcoin, A new report jointly-published by eToro and The TIE laid out their research on the cryptocurrency landscape for Q2 of 2020. "
60,post-139800,2020-07-27 10:58:24.824569,"As Hong Kong banks censor millionaires for pro-democracy ties, Coinbase CEO calls for open finance",Accredited investors in Hong Kong are facing scrutiny from wealth managers and banks globally — the latter searching for investor ties to a pro-democracy narrative. ,https://cryptoslate.com/as-hong-kong-banks-censor-millionaires-for-pro-democracy-ties-coinbase-ceo-calls-for-open-finance/,,Shaurya Malwa,,"As Hong Kong banks censor millionaires for pro-democracy ties, Coinbase CEO calls for open finance, Accredited investors in Hong Kong are facing scrutiny from wealth managers and banks globally — the latter searching for investor ties to a pro-democracy narrative. "
61,post-139595,2020-07-27 10:58:24.824569,"Should history rhyme, XRP may surge after XLM’s rally on Samsung partnership","Despite strong rallies in countless altcoins, the fourth-largest cryptocurrency XRP has yet to share in the gains. ",https://cryptoslate.com/should-history-rhyme-xrp-may-surge-after-xlms-rally-on-samsung-partnership/,,Nick Chong,,"Should history rhyme, XRP may surge after XLM’s rally on Samsung partnership, Despite strong rallies in countless altcoins, the fourth-largest cryptocurrency XRP has yet to share in the gains. "
62,post-139308,2020-07-27 10:58:25.619411,Analyst: XRP’s inability to rally as many altcoins go parabolic is a “remarkable” feat,Countless crypto assets have been on a tear over the past few weeks. ,https://cryptoslate.com/xrps-inability-to-rally-as-many-altcoins-go-parabolic-is-a-remarkable-feat/,,Nick Chong,,"Analyst: XRP’s inability to rally as many altcoins go parabolic is a “remarkable” feat, Countless crypto assets have been on a tear over the past few weeks. "
63,post-139238,2020-07-27 10:58:25.619411,Strong fundamentals mean Cardano (ADA) could keep up with its July rally,"Cardano, now the sixth-largest cryptocurrency by market cap, could see its current upward momentum last for quite a while without seeing any major consolidation. ",https://cryptoslate.com/strong-fundamentals-mean-cardano-ada-could-keep-up-with-its-july-rally/,,Priyeshu Garg,,"Strong fundamentals mean Cardano (ADA) could keep up with its July rally, Cardano, now the sixth-largest cryptocurrency by market cap, could see its current upward momentum last for quite a while without seeing any major consolidation. "
64,post-139253,2020-07-27 10:58:25.620409,External forces are stopping Bitcoin from rallying despite on-chain strength,"Bitcoin has been flashing signs of intense fundamental strength throughout the past several weeks and months, with the turbulent price action seen throughout the first half of 2020 doing little to hamper this strength. ",https://cryptoslate.com/external-forces-are-stopping-bitcoin-from-rallying-despite-on-chain-strength/,,Cole Petersen,,"External forces are stopping Bitcoin from rallying despite on-chain strength, Bitcoin has been flashing signs of intense fundamental strength throughout the past several weeks and months, with the turbulent price action seen throughout the first half of 2020 doing little to hamper this strength. "
65,post-139227,2020-07-27 10:58:25.620409,Major developments are happening at Chainlink as LINK reaches all-time high,"Chainlink (LINK) has seen a huge influx of new money lately, with its native cryptocurrency LINK reaching an all-time high of $8.23. ",https://cryptoslate.com/major-developments-are-happening-at-chainlink-as-link-reaches-all-time-high/,,Priyeshu Garg,,"Major developments are happening at Chainlink as LINK reaches all-time high, Chainlink (LINK) has seen a huge influx of new money lately, with its native cryptocurrency LINK reaching an all-time high of $8.23. "
66,post-136656,2020-06-27 10:58:26.720466,Bityard Review: Singapore’s fully-compliant exchange wants to make margin trading crypto simple and accessible to all,"A new cryptocurrency exchange is capitalizing on the market gaps that other trading participants have failed to fulfill, while promising market-leading execution tools and institutional-level liquidity for users. ",https://cryptoslate.com/bityard-review-singapores-fully-compliant-exchange-wants-to-make-margin-trading-crypto-simple-and-accessible-to-all/,,Shaurya Malwa,,"Bityard Review: Singapore’s fully-compliant exchange wants to make margin trading crypto simple and accessible to all, A new cryptocurrency exchange is capitalizing on the market gaps that other trading participants have failed to fulfill, while promising market-leading execution tools and institutional-level liquidity for users. "
67,post-138256,2020-06-27 10:58:26.720466,Cardano parent signs a custody agreement with Coinbase to allow ADA staking,"IOHK, the company behind the Cardano blockchain, has announced that it had signed an agreement with Coinbase Custody. ",https://cryptoslate.com/cardano-parent-signs-a-custody-agreement-with-coinbase-to-allow-ada-staking/,,Priyeshu Garg,,"Cardano parent signs a custody agreement with Coinbase to allow ADA staking, IOHK, the company behind the Cardano blockchain, has announced that it had signed an agreement with Coinbase Custody. "
68,post-138228,2020-06-27 10:58:26.720466,"DeFi-favorite Ethereum wallet MetaMask gets Version 8 update, new features","Popular non-custodial wallet MetaMask announced it will roll out a Version 8 update for the wallet in the coming weeks, promising increased privacy, a better UI, and other user-centric features. ",https://cryptoslate.com/defi-favorite-ethereum-wallet-metamask-gets-version-8-update-new-features/,,Shaurya Malwa,,"DeFi-favorite Ethereum wallet MetaMask gets Version 8 update, new features, Popular non-custodial wallet MetaMask announced it will roll out a Version 8 update for the wallet in the coming weeks, promising increased privacy, a better UI, and other user-centric features. "
69,post-138111,2020-06-27 10:58:26.721492,Here’s what on-chain data is saying about Cardano’s 15% rally,"Cardano (ADA) has been on a hot streak as of late, incurring intense upwards momentum that has allowed it to garner a trend independent of the aggregated crypto market. ",https://cryptoslate.com/heres-what-on-chain-data-is-saying-about-cardanos-12-rally/,,Cole Petersen,,"Here’s what on-chain data is saying about Cardano’s 15% rally, Cardano (ADA) has been on a hot streak as of late, incurring intense upwards momentum that has allowed it to garner a trend independent of the aggregated crypto market. "
70,post-137415,2020-06-27 10:58:27.800610,Chainlink sets fresh all-time highs on news of Chinese oracle integration,Chainlink’s price has been caught within an intense uptrend over the past couple of days that has allowed it to set fresh all-time highs. ,https://cryptoslate.com/chainlink-sets-fresh-all-time-highs-on-news-of-chinese-oracle-integration/,,Cole Petersen,,"Chainlink sets fresh all-time highs on news of Chinese oracle integration, Chainlink’s price has been caught within an intense uptrend over the past couple of days that has allowed it to set fresh all-time highs. "
71,post-137019,2020-06-27 10:58:27.800610,Cardano Founder Hoskinson: Five years of painstaking work is finally come together all at once,"Cardano (founder) Charles Hoskinson discussed the time and effort that has been put into developing Cardano, saying that the bulk of the work needed to launch it has already been done, in an interview with Messari’s Ryan Selkis. ",https://cryptoslate.com/cardano-founder-hoskinson-five-years-of-painstaking-work-is-finally-come-together-all-at-once/,,Priyeshu Garg,,"Cardano Founder Hoskinson: Five years of painstaking work is finally come together all at once, Cardano (founder) Charles Hoskinson discussed the time and effort that has been put into developing Cardano, saying that the bulk of the work needed to launch it has already been done, in an interview with Messari’s Ryan Selkis. "
72,post-137011,2020-06-27 10:58:27.800610,Cardano fundamentals get a boost as analysts call for fresh uptrend,Cardano (ADA) has been caught within a firm consolidation phase alongside Bitcoin and most other major altcoins. ,https://cryptoslate.com/cardano-fundamentals-get-a-boost-as-analysts-call-for-fresh-uptrend/,,Cole Petersen,,"Cardano fundamentals get a boost as analysts call for fresh uptrend, Cardano (ADA) has been caught within a firm consolidation phase alongside Bitcoin and most other major altcoins. "
73,post-137003,2020-06-27 10:58:27.800610,Expectations of a Chainlink rally subside as on-chain trend sparks fear,"Chainlink has seen mixed price action in recent times, struggling to garner any notable upwards momentum despite hovering less than 20% below its previously established all-time highs. ",https://cryptoslate.com/expectations-of-a-chainlink-rally-subside-as-on-chain-trend-sparks-fear/,,Cole Petersen,,"Expectations of a Chainlink rally subside as on-chain trend sparks fear, Chainlink has seen mixed price action in recent times, struggling to garner any notable upwards momentum despite hovering less than 20% below its previously established all-time highs. "
74,post-136874,2020-06-27 10:58:27.801574,Kraken CEO: Bitcoin will eventually surpass gold’s $10 trillion market cap,"Bitcoin may still be trading more than 50 percent below its $20,000 all-time high but that hasn’t stopped investors and executives in the space from looking ahead, guessing what comes next for the asset. ",https://cryptoslate.com/kraken-ceo-bitcoin-will-eventually-surpass-golds-10-trillion-market-cap/,,Nick Chong,,"Kraken CEO: Bitcoin will eventually surpass gold’s $10 trillion market cap, Bitcoin may still be trading more than 50 percent below its $20,000 all-time high but that hasn’t stopped investors and executives in the space from looking ahead, guessing what comes next for the asset. "
75,post-136671,2020-06-27 10:58:28.839496,"Ethereum’s Vitalik Buterin challenges forecast saying the halving may boost Bitcoin’s price, joining stock-to-flow critics","If you were to ask a Bitcoin investor what makes the cryptocurrency valuable, they would likely say something about the cryptocurrency’s block reward “halvings.” Every four years, the number of BTC issued per block gets cut in half, resulting in an effective 50 percent reduction in the inflation rate of the cryptocurrency. ",https://cryptoslate.com/ethereums-vitalik-buterin-challenges-forecast-saying-the-halving-may-boost-bitcoins-price-despite-stock-to-flow-critics/,,Nick Chong,,"Ethereum’s Vitalik Buterin challenges forecast saying the halving may boost Bitcoin’s price, joining stock-to-flow critics, If you were to ask a Bitcoin investor what makes the cryptocurrency valuable, they would likely say something about the cryptocurrency’s block reward “halvings.” Every four years, the number of BTC issued per block gets cut in half, resulting in an effective 50 percent reduction in the inflation rate of the cryptocurrency. "
76,post-136552,2020-06-27 10:58:28.839798,There’s now 3.0M Bitcoin wallets holding over 0.1 BTC; Pointing to mass retail accumulation,Bitcoin’s bout of consolidation has caused investors to grow increasingly fearful that its recent multi-month uptrend is in peril. ,https://cryptoslate.com/theres-now-3-0m-bitcoin-wallets-holding-over-0-1-btc-pointing-to-mass-retail-accumulation/,,Cole Petersen,,"There’s now 3.0M Bitcoin wallets holding over 0.1 BTC; Pointing to mass retail accumulation, Bitcoin’s bout of consolidation has caused investors to grow increasingly fearful that its recent multi-month uptrend is in peril. "
77,post-135879,2020-05-28 10:58:29.849135,Number of Cardano addresses holding ADA hits a fresh all-time high: on-chain strength,"After an influx of positive fundamental catalysts pertaining to Cardano, the growth in the price of ADA has slowed over the past few days, with the asset consolidating around $0.085.  This is approximately a dozen percent below the local highs of $0.095. ",https://cryptoslate.com/number-of-cardano-addresses-holding-ada-hits-a-fresh-all-time-high-on-chain-strength/,,Nick Chong,,"Number of Cardano addresses holding ADA hits a fresh all-time high: on-chain strength, After an influx of positive fundamental catalysts pertaining to Cardano, the growth in the price of ADA has slowed over the past few days, with the asset consolidating around $0.085.  This is approximately a dozen percent below the local highs of $0.095. "
78,post-135855,2020-05-28 10:58:29.850129,Cardano’s (ADA) Shelley public testnet set to open for all pool operators on June 9,"A new phase for Shelley is about to begin, as the testnet for Cardano’s staking era will be open to all stake pool operators on June 9. ",https://cryptoslate.com/cardanos-ada-shelley-public-testnet-set-to-open-for-all-pool-operators-on-june-9/,,Priyeshu Garg,,"Cardano’s (ADA) Shelley public testnet set to open for all pool operators on June 9, A new phase for Shelley is about to begin, as the testnet for Cardano’s staking era will be open to all stake pool operators on June 9. "
79,post-135765,2020-05-28 10:58:29.850129,"As data shows Bitcoin miners are done selling BTC, crypto fund manager calls it a bullish sign","Weeks after Bitcoin’s now-concluded halving event, data collated by on-chain analytics firm Glassnode shows “weaker” miners might have sold all their digital holdings. ",https://cryptoslate.com/as-data-shows-bitcoin-miners-are-done-selling-btc-crypto-fund-manager-calls-it-a-bullish-sign/,,Shaurya Malwa,,"As data shows Bitcoin miners are done selling BTC, crypto fund manager calls it a bullish sign, Weeks after Bitcoin’s now-concluded halving event, data collated by on-chain analytics firm Glassnode shows “weaker” miners might have sold all their digital holdings. "
80,post-135772,2020-05-28 10:58:29.850129,Analyst: Ethereum’s rocketing usage rates could fuel an explosive rally,Ethereum has seen a stark divergence between its technical outlook and its fundamental strength throughout the past year. ,https://cryptoslate.com/analyst-ethereums-rocketing-usage-rates-could-fuel-an-explosive-rally/,,Cole Petersen,,"Analyst: Ethereum’s rocketing usage rates could fuel an explosive rally, Ethereum has seen a stark divergence between its technical outlook and its fundamental strength throughout the past year. "
81,post-135762,2020-05-28 10:58:29.850129,Former People’s Bank of China deputy governor calls Bitcoin a “commercial success”,"Despite China’s reluctance to regulate cryptocurrencies in the country, many anecdotes suggest higher officials both understand and acknowledge the potential of a digital currency-based economy. ",https://cryptoslate.com/former-peoples-bank-of-china-deputy-governor-calls-bitcoin-a-commercial-success/,,Shaurya Malwa,,"Former People’s Bank of China deputy governor calls Bitcoin a “commercial success”, Despite China’s reluctance to regulate cryptocurrencies in the country, many anecdotes suggest higher officials both understand and acknowledge the potential of a digital currency-based economy. "
82,post-135632,2020-05-28 10:58:29.850129,"Top strategist says if Bitcoin doesn’t rally now, something needs to go “really wrong”","Bitcoin has been on a sharp recovery since the March lows of $3,700. ",https://cryptoslate.com/top-strategist-says-if-bitcoin-doesnt-rally-now-something-needs-to-go-really-wrong/,,Nick Chong,,"Top strategist says if Bitcoin doesn’t rally now, something needs to go “really wrong”, Bitcoin has been on a sharp recovery since the March lows of $3,700. "
83,post-135338,2020-05-28 10:58:30.773630,"Neo becomes the founding board member of InterWork Alliance, joining Microsoft, IBM, Nasdaq ",Blockchain platform Neo has announced that it has joined the InterWork Alliance (IWA) as a founding board member. ,https://cryptoslate.com/neo-becomes-the-founding-board-member-of-interwork-alliance-joining-microsoft-ibm-nasdaq/,,Priyeshu Garg,,"Neo becomes the founding board member of InterWork Alliance, joining Microsoft, IBM, Nasdaq , Blockchain platform Neo has announced that it has joined the InterWork Alliance (IWA) as a founding board member. "
84,post-135202,2020-05-28 10:58:30.773630,DeFi on track to become “liquidity blackhole” absorbing all idle assets: Ethereum investor,"Decentralized finance (DeFi) may be one of crypto’s foremost use cases, but as it stands it has seen limited adoption. ",https://cryptoslate.com/defi-on-track-to-become-liquidity-blackhole-absorbing-all-idle-assets-ethereum-investor/,,Nick Chong,,"DeFi on track to become “liquidity blackhole” absorbing all idle assets: Ethereum investor, Decentralized finance (DeFi) may be one of crypto’s foremost use cases, but as it stands it has seen limited adoption. "
85,post-135184,2020-05-28 10:58:30.773630,Early Bitcoin advocate explains how falling oil markets mean profits for America and China BTC miners,"The world’s equity, fuel, and bonds markets have entered into uncertain and volatile periods — driven on the back of unstable trade wars, changing fundamentals, and the ongoing coronavirus pandemic. ",https://cryptoslate.com/early-bitcoin-advocate-explains-how-falling-oil-markets-mean-profits-for-america-and-china-btc-miners/,,Shaurya Malwa,,"Early Bitcoin advocate explains how falling oil markets mean profits for America and China BTC miners, The world’s equity, fuel, and bonds markets have entered into uncertain and volatile periods — driven on the back of unstable trade wars, changing fundamentals, and the ongoing coronavirus pandemic. "
86,post-134923,2020-05-28 10:58:30.774626,China: Parliament passes law allowing inheritance of Bitcoin and cryptocurrencies; a changing crypto narrative?,China’s secretive stance on digital currencies is starting to reveal traces of long-term aspirations. ,https://cryptoslate.com/china-parliament-passes-law-allowing-inheritance-of-bitcoin-and-cryptocurrencies-a-changing-crypto-narrative/,,Shaurya Malwa,,"China: Parliament passes law allowing inheritance of Bitcoin and cryptocurrencies; a changing crypto narrative?, China’s secretive stance on digital currencies is starting to reveal traces of long-term aspirations. "
87,post-134824,2020-05-28 10:58:30.774626,One of Bitcoin’s earliest developers suggests crypto trading is all speculation and no tech,"The volatility of cryptocurrency markets is well-documented and definitely not for the faint-hearted — 100x leverage, double-digit percentage drops in a single trading session, and small-cap altcoins “mooning” hundreds of dollars under an hour lead many to the crypto market under the guise of an early-adopter. ",https://cryptoslate.com/one-of-bitcoins-earliest-developers-suggests-crypto-trading-is-all-speculation-and-no-tech/,,Shaurya Malwa,,"One of Bitcoin’s earliest developers suggests crypto trading is all speculation and no tech, The volatility of cryptocurrency markets is well-documented and definitely not for the faint-hearted — 100x leverage, double-digit percentage drops in a single trading session, and small-cap altcoins “mooning” hundreds of dollars under an hour lead many to the crypto market under the guise of an early-adopter. "
88,post-134735,2020-05-28 10:58:30.775661,"Slow and steady, but Cardano’s Shelley was built diligently and systematically","Charles Hoskinson discussed the effort that went into building Shelley, the upcoming staking era of the Cardano blockchain. ",https://cryptoslate.com/slow-and-steady-but-cardanos-shelley-was-built-diligently-and-systematically/,,Priyeshu Garg,,"Slow and steady, but Cardano’s Shelley was built diligently and systematically, Charles Hoskinson discussed the effort that went into building Shelley, the upcoming staking era of the Cardano blockchain. "
89,post-134338,2020-05-28 10:58:31.626971,"Ex-Goldman Sachs exec: Whether the US dollar falls or rallies, Bitcoin will explode higher","For the longest time, a common narrative in the Bitcoin market has been that if the United States dollar rallies, the price of BTC will fall — just as the price of gold normally trends higher on a weak dollar. ",https://cryptoslate.com/ex-goldman-sachs-exec-whether-the-us-dollar-falls-or-rallies-bitcoin-will-explode-higher/,,Nick Chong,,"Ex-Goldman Sachs exec: Whether the US dollar falls or rallies, Bitcoin will explode higher, For the longest time, a common narrative in the Bitcoin market has been that if the United States dollar rallies, the price of BTC will fall — just as the price of gold normally trends higher on a weak dollar. "
90,post-134303,2020-05-28 10:58:31.627345,"Despite ongoing rally, OmiseGo would need to rally over 1,400% to reclaim highs",OmiseGo – a relatively small crypto with a market cap of $261 million – has been caught within the throes of a parabolic uptrend over the past several days. ,https://cryptoslate.com/despite-ongoing-rally-omisego-would-need-to-rally-over-1400-to-reclaim-highs/,,Cole Petersen,,"Despite ongoing rally, OmiseGo would need to rally over 1,400% to reclaim highs, OmiseGo – a relatively small crypto with a market cap of $261 million – has been caught within the throes of a parabolic uptrend over the past several days. "
91,post-134100,2020-05-28 10:58:31.627345,MakerDAO founder: Ethereum is a vacuum that will suck in almost “all value” in crypto,"This week, millions of dollars worth of Wrapped Bitcoin — the leading representation of BTC on the Ethereum blockchain — were deposited into decentralized stablecoin protocol MakerDAO to generate $4 million worth of the DAI stablecoin. ",https://cryptoslate.com/makerdao-founder-ethereum-is-a-vacuum-that-will-suck-in-almost-all-value-in-crypto/,,Nick Chong,,"MakerDAO founder: Ethereum is a vacuum that will suck in almost “all value” in crypto, This week, millions of dollars worth of Wrapped Bitcoin — the leading representation of BTC on the Ethereum blockchain — were deposited into decentralized stablecoin protocol MakerDAO to generate $4 million worth of the DAI stablecoin. "
92,post-133867,2020-05-28 10:58:31.627345,"Bitcoin sees declining network health despite price rally towards $10,000","Bitcoin’s macro uptrend seen throughout the past two months has now led it to enter a consolidation phase as it struggles to surmount $10,000. ",https://cryptoslate.com/bitcoin-sees-declining-network-health-despite-price-rally-towards-10000/,,Cole Petersen,,"Bitcoin sees declining network health despite price rally towards $10,000, Bitcoin’s macro uptrend seen throughout the past two months has now led it to enter a consolidation phase as it struggles to surmount $10,000. "
93,post-133689,2020-05-28 10:58:31.628592,CEO: DeFi gives Ethereum a “higher ceiling” to rally towards than 2017’s bull run,"While Ethereum was rolled out with the branding of being “The World Computer” capable of doing effectively anything that could be coded, the project arguably didn’t have a killer use case until recently. ",https://cryptoslate.com/ceo-defi-gives-ethereum-a-higher-ceiling-to-rally-towards-than-2017s-bull-run/,,Nick Chong,,"CEO: DeFi gives Ethereum a “higher ceiling” to rally towards than 2017’s bull run, While Ethereum was rolled out with the branding of being “The World Computer” capable of doing effectively anything that could be coded, the project arguably didn’t have a killer use case until recently. "
94,post-133358,2020-05-28 10:58:32.724449,"Factors behind a Wall Street veteran’s forecast that Bitcoin will hit $20,000 in 2020","Bitcoin may be up over 100 percent since the $3,700 lows seen in March, but the cryptocurrency remains far below its all-time high of $20,000 — established in December 2017 at the peak of the last market bubble. ",https://cryptoslate.com/factors-behind-a-wall-street-veterans-forecast-that-bitcoin-will-hit-20000-in-2020/,,Nick Chong,,"Factors behind a Wall Street veteran’s forecast that Bitcoin will hit $20,000 in 2020, Bitcoin may be up over 100 percent since the $3,700 lows seen in March, but the cryptocurrency remains far below its all-time high of $20,000 — established in December 2017 at the peak of the last market bubble. "
95,post-133077,2020-04-28 10:58:32.724449,"XRP users can now fully delete crypto wallets, thanks to new Ripple update","In a first for the cryptocurrency market, a community-consensus for Ripple last week approved an amendment to the XRP ledger, allowing users to delete existing wallets. ",https://cryptoslate.com/xrp-users-can-now-fully-delete-crypto-wallets-thanks-to-new-ripple-update/,,Shaurya Malwa,,"XRP users can now fully delete crypto wallets, thanks to new Ripple update, In a first for the cryptocurrency market, a community-consensus for Ripple last week approved an amendment to the XRP ledger, allowing users to delete existing wallets. "
96,post-132962,2020-04-28 10:58:32.724449,Michael Novogratz: We should be valuing Ethereum like Wall Street values Facebook,"With cryptocurrencies, there are no cash flow statements or balance sheets an investor can analyze to get a good sense of their intrinsic value. ",https://cryptoslate.com/michael-novogratz-we-should-be-valuing-ethereum-like-wall-street-values-facebook/,,Nick Chong,,"Michael Novogratz: We should be valuing Ethereum like Wall Street values Facebook, With cryptocurrencies, there are no cash flow statements or balance sheets an investor can analyze to get a good sense of their intrinsic value. "
97,post-132873,2020-04-28 10:58:32.725446,Paul Tudor Jones calls Bitcoin the “fastest horse” as he reveals holding BTC futures to hedge against massive inflation,Multibillion-dollar fund manager Paul Tudor Jones II revealed this week his firm is holding Bitcoin to protect against inflation in the future. ,https://cryptoslate.com/investor-calls-bitcoin-the-fastest-horse-as-he-reveals-holding-bitcoin-futures-to-hedge-against-massive-inflation/,,Shaurya Malwa,,"Paul Tudor Jones calls Bitcoin the “fastest horse” as he reveals holding BTC futures to hedge against massive inflation, Multibillion-dollar fund manager Paul Tudor Jones II revealed this week his firm is holding Bitcoin to protect against inflation in the future. "
98,post-132656,2020-04-28 10:58:32.725446,"Bitcoin’s boom against altcoins proves the rally to $9,000 is legitimate",Bitcoin and cryptocurrencies have experienced a massive surge over the past 10 days. ,https://cryptoslate.com/bitcoins-boom-against-altcoins-proves-the-rally-to-9000-is-legitimate/,,Nick Chong,,"Bitcoin’s boom against altcoins proves the rally to $9,000 is legitimate, Bitcoin and cryptocurrencies have experienced a massive surge over the past 10 days. "
99,post-131940,2020-04-28 10:58:33.614124,"Cardano (ADA) is looking to challenge subscription industry, launches African initiative","Cardano (ADA), an ambitious blockchain project developed by IOHK, is looking to challenge the subscription industry with its Ouroboros protocol. ",https://cryptoslate.com/cardano-ada-is-looking-to-challenge-subscription-industry-launches-african-initiative/,,Priyeshu Garg,,"Cardano (ADA) is looking to challenge subscription industry, launches African initiative, Cardano (ADA), an ambitious blockchain project developed by IOHK, is looking to challenge the subscription industry with its Ouroboros protocol. "
100,post-131611,2020-04-28 10:58:33.614124,"Even after 94% crash, analyst warns XRP may not ever rally again: here’s why","Ever since the highs of the 2017-2018 bull market, XRP has not done too well. ",https://cryptoslate.com/even-after-94-crash-analyst-warns-xrp-may-not-ever-rally-again-heres-why/,,Nick Chong,,"Even after 94% crash, analyst warns XRP may not ever rally again: here’s why, Ever since the highs of the 2017-2018 bull market, XRP has not done too well. "
101,post-131604,2020-04-28 10:58:33.615065,A popular pricing model estimates that Bitcoin will reach new all-time highs this year,"One particular pricing model, which has gained popularity over the years after accurately predicting the price of Bitcoin, estimates that the flagship cryptocurrency is going to go ballistic after the upcoming halving. ",https://cryptoslate.com/a-popular-pricing-model-estimates-that-bitcoin-will-reach-new-all-time-highs-this-year/,,Ali Martinez,,"A popular pricing model estimates that Bitcoin will reach new all-time highs this year, One particular pricing model, which has gained popularity over the years after accurately predicting the price of Bitcoin, estimates that the flagship cryptocurrency is going to go ballistic after the upcoming halving. "
102,post-131571,2020-04-28 10:58:33.616077,On-chain data: Chainlink (LINK) is vulnerable to stark drop after 150% rally,"Like other cryptocurrencies, Chainlink has embarked on a stunning recovery over the weeks since March’s capitulation event on March 12th. ",https://cryptoslate.com/on-chain-data-chainlink-link-is-vulnerable-to-stark-drop-after-150-rally/,,Nick Chong,,"On-chain data: Chainlink (LINK) is vulnerable to stark drop after 150% rally, Like other cryptocurrencies, Chainlink has embarked on a stunning recovery over the weeks since March’s capitulation event on March 12th. "
103,post-130707,2020-04-28 10:58:34.564490,"Data shows retail demand for Bitcoin is rapidly mounting, even after 100% rally","Even after the recent tepid price action Bitcoin remains 86 percent above its $3,700 lows set in March’s “Black Thursday” crash. ",https://cryptoslate.com/data-shows-retail-demand-for-bitcoin-is-rapidly-mounting-even-after-100-rally/,,Nick Chong,,"Data shows retail demand for Bitcoin is rapidly mounting, even after 100% rally, Even after the recent tepid price action Bitcoin remains 86 percent above its $3,700 lows set in March’s “Black Thursday” crash. "
104,post-130386,2020-04-28 10:58:34.564490,Bitcoin’s perfect storm: A Wall Street giant expects a “new world order”,"Although Bitcoin investors expected disruption, what has transpired over the few weeks in the global economy has been wholly unexpected, even by some of the most radical thinkers. ",https://cryptoslate.com/bitcoins-perfect-storm-a-wall-street-giant-expects-a-new-world-order/,,Nick Chong,,"Bitcoin’s perfect storm: A Wall Street giant expects a “new world order”, Although Bitcoin investors expected disruption, what has transpired over the few weeks in the global economy has been wholly unexpected, even by some of the most radical thinkers. "
105,post-130469,2020-04-28 10:58:34.565487,Bitcoin dives 8% as S&P 500 futures see tepid open after strong rally,"The rally, unfortunately, did not last for long. ",https://cryptoslate.com/bitcoin-dives-8-as-sp-500-futures-see-tepid-open-after-strong-rally/,,Nick Chong,,"Bitcoin dives 8% as S&P 500 futures see tepid open after strong rally, The rally, unfortunately, did not last for long. "
106,post-130310,2020-03-29 10:58:34.565487,"Last time this on-chain trend occurred, Bitcoin rallied over 4,000%","Although Bitcoin has stalled dramatically since February’s $10,500 peak, data shows that large cryptocurrency investors have been unfazed. ",https://cryptoslate.com/last-time-this-on-chain-trend-occurred-bitcoin-rallied-over-4000/,,Nick Chong,,"Last time this on-chain trend occurred, Bitcoin rallied over 4,000%, Although Bitcoin has stalled dramatically since February’s $10,500 peak, data shows that large cryptocurrency investors have been unfazed. "
107,post-129834,2020-03-29 10:58:34.565487,"Model that predicts 1,300% Bitcoin price rally after halving “fortified” by new report","If you have followed the Bitcoin market for any stretch of time, you likely know of PlanB, a pseudonymous quantitative analyst that has garnered immense clout in the crypto-asset space. ",https://cryptoslate.com/model-that-predicts-1300-bitcoin-price-rally-after-halving-fortified-by-new-report/,,Nick Chong,,"Model that predicts 1,300% Bitcoin price rally after halving “fortified” by new report, If you have followed the Bitcoin market for any stretch of time, you likely know of PlanB, a pseudonymous quantitative analyst that has garnered immense clout in the crypto-asset space. "
